Geo_Code,Year,Gender,Age,Population_Estimate,Measure_Type
N92000002,1971,All Persons,0,31371,Count
N92000002,1971,All Persons,1,31389,Count
N92000002,1971,All Persons,2,31578,Count
N92000002,1971,All Persons,3,31835,Count
N92000002,1971,All Persons,4,31605,Count
N92000002,1971,All Persons,5,32476,Count
N92000002,1971,All Persons,6,33161,Count
N92000002,1971,All Persons,7,32509,Count
N92000002,1971,All Persons,8,31330,Count
N92000002,1971,All Persons,9,30222,Count
N92000002,1971,All Persons,10,29219,Count
N92000002,1971,All Persons,11,28210,Count
N92000002,1971,All Persons,12,27213,Count
N92000002,1971,All Persons,13,27323,Count
N92000002,1971,All Persons,14,27172,Count
N92000002,1971,All Persons,15,26131,Count
N92000002,1971,All Persons,16,25297,Count
N92000002,1971,All Persons,17,25580,Count
N92000002,1971,All Persons,18,24406,Count
N92000002,1971,All Persons,19,24386,Count
N92000002,1971,All Persons,20,25510,Count
N92000002,1971,All Persons,21,25092,Count
N92000002,1971,All Persons,22,24351,Count
N92000002,1971,All Persons,23,23390,Count
N92000002,1971,All Persons,24,22578,Count
N92000002,1971,All Persons,25,21002,Count
N92000002,1971,All Persons,26,20602,Count
N92000002,1971,All Persons,27,20764,Count
N92000002,1971,All Persons,28,20560,Count
N92000002,1971,All Persons,29,18572,Count
N92000002,1971,All Persons,30,17689,Count
N92000002,1971,All Persons,31,17726,Count
N92000002,1971,All Persons,32,17779,Count
N92000002,1971,All Persons,33,17224,Count
N92000002,1971,All Persons,34,17350,Count
N92000002,1971,All Persons,35,16993,Count
N92000002,1971,All Persons,36,16355,Count
N92000002,1971,All Persons,37,16136,Count
N92000002,1971,All Persons,38,16289,Count
N92000002,1971,All Persons,39,16164,Count
N92000002,1971,All Persons,40,16560,Count
N92000002,1971,All Persons,41,16524,Count
N92000002,1971,All Persons,42,16349,Count
N92000002,1971,All Persons,43,16288,Count
N92000002,1971,All Persons,44,16938,Count
N92000002,1971,All Persons,45,16668,Count
N92000002,1971,All Persons,46,16351,Count
N92000002,1971,All Persons,47,16722,Count
N92000002,1971,All Persons,48,16923,Count
N92000002,1971,All Persons,49,17432,Count
N92000002,1971,All Persons,50,17791,Count
N92000002,1971,All Persons,51,17694,Count
N92000002,1971,All Persons,52,16139,Count
N92000002,1971,All Persons,53,14567,Count
N92000002,1971,All Persons,54,14645,Count
N92000002,1971,All Persons,55,15100,Count
N92000002,1971,All Persons,56,15878,Count
N92000002,1971,All Persons,57,15718,Count
N92000002,1971,All Persons,58,15714,Count
N92000002,1971,All Persons,59,15297,Count
N92000002,1971,All Persons,60,15851,Count
N92000002,1971,All Persons,61,15324,Count
N92000002,1971,All Persons,62,14949,Count
N92000002,1971,All Persons,63,14372,Count
N92000002,1971,All Persons,64,14002,Count
N92000002,1971,All Persons,65,13012,Count
N92000002,1971,All Persons,66,12452,Count
N92000002,1971,All Persons,67,11865,Count
N92000002,1971,All Persons,68,11302,Count
N92000002,1971,All Persons,69,10648,Count
N92000002,1971,All Persons,70,10534,Count
N92000002,1971,All Persons,71,10157,Count
N92000002,1971,All Persons,72,9366,Count
N92000002,1971,All Persons,73,8662,Count
N92000002,1971,All Persons,74,8253,Count
N92000002,1971,All Persons,75,7922,Count
N92000002,1971,All Persons,76,7164,Count
N92000002,1971,All Persons,77,6399,Count
N92000002,1971,All Persons,78,5798,Count
N92000002,1971,All Persons,79,5047,Count
N92000002,1971,All Persons,80,4528,Count
N92000002,1971,All Persons,81,4083,Count
N92000002,1971,All Persons,82,4151,Count
N92000002,1971,All Persons,83,3091,Count
N92000002,1971,All Persons,84,2627,Count
N92000002,1971,All Persons,85,1985,Count
N92000002,1971,All Persons,86,1711,Count
N92000002,1971,All Persons,87,1228,Count
N92000002,1971,All Persons,88,1018,Count
N92000002,1971,All Persons,89,811,Count
N92000002,1971,All Persons,90,2264,Count
N92000002,1971,Females,0,15485,Count
N92000002,1971,Females,1,15432,Count
N92000002,1971,Females,2,15540,Count
N92000002,1971,Females,3,15566,Count
N92000002,1971,Females,4,15418,Count
N92000002,1971,Females,5,15711,Count
N92000002,1971,Females,6,16110,Count
N92000002,1971,Females,7,15888,Count
N92000002,1971,Females,8,15256,Count
N92000002,1971,Females,9,14962,Count
N92000002,1971,Females,10,14457,Count
N92000002,1971,Females,11,13971,Count
N92000002,1971,Females,12,13500,Count
N92000002,1971,Females,13,13556,Count
N92000002,1971,Females,14,13417,Count
N92000002,1971,Females,15,12468,Count
N92000002,1971,Females,16,11951,Count
N92000002,1971,Females,17,11982,Count
N92000002,1971,Females,18,12195,Count
N92000002,1971,Females,19,12181,Count
N92000002,1971,Females,20,12047,Count
N92000002,1971,Females,21,12025,Count
N92000002,1971,Females,22,11843,Count
N92000002,1971,Females,23,11519,Count
N92000002,1971,Females,24,11177,Count
N92000002,1971,Females,25,10530,Count
N92000002,1971,Females,26,10454,Count
N92000002,1971,Females,27,10495,Count
N92000002,1971,Females,28,10326,Count
N92000002,1971,Females,29,9220,Count
N92000002,1971,Females,30,8784,Count
N92000002,1971,Females,31,8835,Count
N92000002,1971,Females,32,8853,Count
N92000002,1971,Females,33,8474,Count
N92000002,1971,Females,34,8530,Count
N92000002,1971,Females,35,8560,Count
N92000002,1971,Females,36,8264,Count
N92000002,1971,Females,37,8133,Count
N92000002,1971,Females,38,8326,Count
N92000002,1971,Females,39,8180,Count
N92000002,1971,Females,40,8408,Count
N92000002,1971,Females,41,8444,Count
N92000002,1971,Females,42,8297,Count
N92000002,1971,Females,43,8333,Count
N92000002,1971,Females,44,8612,Count
N92000002,1971,Females,45,8649,Count
N92000002,1971,Females,46,8405,Count
N92000002,1971,Females,47,8700,Count
N92000002,1971,Females,48,8757,Count
N92000002,1971,Females,49,9003,Count
N92000002,1971,Females,50,9204,Count
N92000002,1971,Females,51,9140,Count
N92000002,1971,Females,52,8354,Count
N92000002,1971,Females,53,7613,Count
N92000002,1971,Females,54,7603,Count
N92000002,1971,Females,55,7904,Count
N92000002,1971,Females,56,8432,Count
N92000002,1971,Females,57,8282,Count
N92000002,1971,Females,58,8314,Count
N92000002,1971,Females,59,8046,Count
N92000002,1971,Females,60,8254,Count
N92000002,1971,Females,61,7907,Count
N92000002,1971,Females,62,7738,Count
N92000002,1971,Females,63,7511,Count
N92000002,1971,Females,64,7443,Count
N92000002,1971,Females,65,7277,Count
N92000002,1971,Females,66,7042,Count
N92000002,1971,Females,67,6685,Count
N92000002,1971,Females,68,6396,Count
N92000002,1971,Females,69,6147,Count
N92000002,1971,Females,70,6087,Count
N92000002,1971,Females,71,5920,Count
N92000002,1971,Females,72,5449,Count
N92000002,1971,Females,73,5036,Count
N92000002,1971,Females,74,5024,Count
N92000002,1971,Females,75,4814,Count
N92000002,1971,Females,76,4347,Count
N92000002,1971,Females,77,4002,Count
N92000002,1971,Females,78,3593,Count
N92000002,1971,Females,79,3136,Count
N92000002,1971,Females,80,2768,Count
N92000002,1971,Females,81,2521,Count
N92000002,1971,Females,82,2650,Count
N92000002,1971,Females,83,2023,Count
N92000002,1971,Females,84,1739,Count
N92000002,1971,Females,85,1335,Count
N92000002,1971,Females,86,1164,Count
N92000002,1971,Females,87,869,Count
N92000002,1971,Females,88,684,Count
N92000002,1971,Females,89,539,Count
N92000002,1971,Females,90,1579,Count
N92000002,1971,Males,0,15886,Count
N92000002,1971,Males,1,15957,Count
N92000002,1971,Males,2,16038,Count
N92000002,1971,Males,3,16269,Count
N92000002,1971,Males,4,16187,Count
N92000002,1971,Males,5,16765,Count
N92000002,1971,Males,6,17051,Count
N92000002,1971,Males,7,16621,Count
N92000002,1971,Males,8,16074,Count
N92000002,1971,Males,9,15260,Count
N92000002,1971,Males,10,14762,Count
N92000002,1971,Males,11,14239,Count
N92000002,1971,Males,12,13713,Count
N92000002,1971,Males,13,13767,Count
N92000002,1971,Males,14,13755,Count
N92000002,1971,Males,15,13663,Count
N92000002,1971,Males,16,13346,Count
N92000002,1971,Males,17,13598,Count
N92000002,1971,Males,18,12211,Count
N92000002,1971,Males,19,12205,Count
N92000002,1971,Males,20,13463,Count
N92000002,1971,Males,21,13067,Count
N92000002,1971,Males,22,12508,Count
N92000002,1971,Males,23,11871,Count
N92000002,1971,Males,24,11401,Count
N92000002,1971,Males,25,10472,Count
N92000002,1971,Males,26,10148,Count
N92000002,1971,Males,27,10269,Count
N92000002,1971,Males,28,10234,Count
N92000002,1971,Males,29,9352,Count
N92000002,1971,Males,30,8905,Count
N92000002,1971,Males,31,8891,Count
N92000002,1971,Males,32,8926,Count
N92000002,1971,Males,33,8750,Count
N92000002,1971,Males,34,8820,Count
N92000002,1971,Males,35,8433,Count
N92000002,1971,Males,36,8091,Count
N92000002,1971,Males,37,8003,Count
N92000002,1971,Males,38,7963,Count
N92000002,1971,Males,39,7984,Count
N92000002,1971,Males,40,8152,Count
N92000002,1971,Males,41,8080,Count
N92000002,1971,Males,42,8052,Count
N92000002,1971,Males,43,7955,Count
N92000002,1971,Males,44,8326,Count
N92000002,1971,Males,45,8019,Count
N92000002,1971,Males,46,7946,Count
N92000002,1971,Males,47,8022,Count
N92000002,1971,Males,48,8166,Count
N92000002,1971,Males,49,8429,Count
N92000002,1971,Males,50,8587,Count
N92000002,1971,Males,51,8554,Count
N92000002,1971,Males,52,7785,Count
N92000002,1971,Males,53,6954,Count
N92000002,1971,Males,54,7042,Count
N92000002,1971,Males,55,7196,Count
N92000002,1971,Males,56,7446,Count
N92000002,1971,Males,57,7436,Count
N92000002,1971,Males,58,7400,Count
N92000002,1971,Males,59,7251,Count
N92000002,1971,Males,60,7597,Count
N92000002,1971,Males,61,7417,Count
N92000002,1971,Males,62,7211,Count
N92000002,1971,Males,63,6861,Count
N92000002,1971,Males,64,6559,Count
N92000002,1971,Males,65,5735,Count
N92000002,1971,Males,66,5410,Count
N92000002,1971,Males,67,5180,Count
N92000002,1971,Males,68,4906,Count
N92000002,1971,Males,69,4501,Count
N92000002,1971,Males,70,4447,Count
N92000002,1971,Males,71,4237,Count
N92000002,1971,Males,72,3917,Count
N92000002,1971,Males,73,3626,Count
N92000002,1971,Males,74,3229,Count
N92000002,1971,Males,75,3108,Count
N92000002,1971,Males,76,2817,Count
N92000002,1971,Males,77,2397,Count
N92000002,1971,Males,78,2205,Count
N92000002,1971,Males,79,1911,Count
N92000002,1971,Males,80,1760,Count
N92000002,1971,Males,81,1562,Count
N92000002,1971,Males,82,1501,Count
N92000002,1971,Males,83,1068,Count
N92000002,1971,Males,84,888,Count
N92000002,1971,Males,85,650,Count
N92000002,1971,Males,86,547,Count
N92000002,1971,Males,87,359,Count
N92000002,1971,Males,88,334,Count
N92000002,1971,Males,89,272,Count
N92000002,1971,Males,90,685,Count
N92000002,1972,All Persons,0,30508,Count
N92000002,1972,All Persons,1,30765,Count
N92000002,1972,All Persons,2,30876,Count
N92000002,1972,All Persons,3,31077,Count
N92000002,1972,All Persons,4,31339,Count
N92000002,1972,All Persons,5,31369,Count
N92000002,1972,All Persons,6,32248,Count
N92000002,1972,All Persons,7,32930,Count
N92000002,1972,All Persons,8,32283,Count
N92000002,1972,All Persons,9,31097,Count
N92000002,1972,All Persons,10,30145,Count
N92000002,1972,All Persons,11,29142,Count
N92000002,1972,All Persons,12,28140,Count
N92000002,1972,All Persons,13,27136,Count
N92000002,1972,All Persons,14,27241,Count
N92000002,1972,All Persons,15,26389,Count
N92000002,1972,All Persons,16,25358,Count
N92000002,1972,All Persons,17,24884,Count
N92000002,1972,All Persons,18,23281,Count
N92000002,1972,All Persons,19,23736,Count
N92000002,1972,All Persons,20,24780,Count
N92000002,1972,All Persons,21,24340,Count
N92000002,1972,All Persons,22,23911,Count
N92000002,1972,All Persons,23,23183,Count
N92000002,1972,All Persons,24,22229,Count
N92000002,1972,All Persons,25,22268,Count
N92000002,1972,All Persons,26,20847,Count
N92000002,1972,All Persons,27,20439,Count
N92000002,1972,All Persons,28,20600,Count
N92000002,1972,All Persons,29,20394,Count
N92000002,1972,All Persons,30,18250,Count
N92000002,1972,All Persons,31,17621,Count
N92000002,1972,All Persons,32,17665,Count
N92000002,1972,All Persons,33,17713,Count
N92000002,1972,All Persons,34,17164,Count
N92000002,1972,All Persons,35,17274,Count
N92000002,1972,All Persons,36,16966,Count
N92000002,1972,All Persons,37,16328,Count
N92000002,1972,All Persons,38,16103,Count
N92000002,1972,All Persons,39,16261,Count
N92000002,1972,All Persons,40,16031,Count
N92000002,1972,All Persons,41,16536,Count
N92000002,1972,All Persons,42,16487,Count
N92000002,1972,All Persons,43,16319,Count
N92000002,1972,All Persons,44,16254,Count
N92000002,1972,All Persons,45,16750,Count
N92000002,1972,All Persons,46,16519,Count
N92000002,1972,All Persons,47,16212,Count
N92000002,1972,All Persons,48,16566,Count
N92000002,1972,All Persons,49,16773,Count
N92000002,1972,All Persons,50,17139,Count
N92000002,1972,All Persons,51,17516,Count
N92000002,1972,All Persons,52,17395,Count
N92000002,1972,All Persons,53,15826,Count
N92000002,1972,All Persons,54,14276,Count
N92000002,1972,All Persons,55,14349,Count
N92000002,1972,All Persons,56,14827,Count
N92000002,1972,All Persons,57,15575,Count
N92000002,1972,All Persons,58,15381,Count
N92000002,1972,All Persons,59,15354,Count
N92000002,1972,All Persons,60,15565,Count
N92000002,1972,All Persons,61,15696,Count
N92000002,1972,All Persons,62,15121,Count
N92000002,1972,All Persons,63,14709,Count
N92000002,1972,All Persons,64,14130,Count
N92000002,1972,All Persons,65,13204,Count
N92000002,1972,All Persons,66,12611,Count
N92000002,1972,All Persons,67,12091,Count
N92000002,1972,All Persons,68,11419,Count
N92000002,1972,All Persons,69,10875,Count
N92000002,1972,All Persons,70,10225,Count
N92000002,1972,All Persons,71,10041,Count
N92000002,1972,All Persons,72,9671,Count
N92000002,1972,All Persons,73,8811,Count
N92000002,1972,All Persons,74,8185,Count
N92000002,1972,All Persons,75,7651,Count
N92000002,1972,All Persons,76,7300,Count
N92000002,1972,All Persons,77,6573,Count
N92000002,1972,All Persons,78,5823,Count
N92000002,1972,All Persons,79,5235,Count
N92000002,1972,All Persons,80,4563,Count
N92000002,1972,All Persons,81,4060,Count
N92000002,1972,All Persons,82,3639,Count
N92000002,1972,All Persons,83,3644,Count
N92000002,1972,All Persons,84,2625,Count
N92000002,1972,All Persons,85,2209,Count
N92000002,1972,All Persons,86,1610,Count
N92000002,1972,All Persons,87,1379,Count
N92000002,1972,All Persons,88,935,Count
N92000002,1972,All Persons,89,788,Count
N92000002,1972,All Persons,90,2224,Count
N92000002,1972,Females,0,14646,Count
N92000002,1972,Females,1,15144,Count
N92000002,1972,Females,2,15134,Count
N92000002,1972,Females,3,15253,Count
N92000002,1972,Females,4,15282,Count
N92000002,1972,Females,5,15297,Count
N92000002,1972,Females,6,15593,Count
N92000002,1972,Females,7,15993,Count
N92000002,1972,Females,8,15774,Count
N92000002,1972,Females,9,15138,Count
N92000002,1972,Females,10,14919,Count
N92000002,1972,Females,11,14417,Count
N92000002,1972,Females,12,13933,Count
N92000002,1972,Females,13,13458,Count
N92000002,1972,Females,14,13513,Count
N92000002,1972,Females,15,13075,Count
N92000002,1972,Females,16,12131,Count
N92000002,1972,Females,17,11618,Count
N92000002,1972,Females,18,11629,Count
N92000002,1972,Females,19,11851,Count
N92000002,1972,Females,20,11465,Count
N92000002,1972,Females,21,11328,Count
N92000002,1972,Females,22,11300,Count
N92000002,1972,Females,23,11122,Count
N92000002,1972,Females,24,10802,Count
N92000002,1972,Females,25,10870,Count
N92000002,1972,Females,26,10235,Count
N92000002,1972,Females,27,10157,Count
N92000002,1972,Females,28,10195,Count
N92000002,1972,Females,29,10026,Count
N92000002,1972,Females,30,9071,Count
N92000002,1972,Females,31,8633,Count
N92000002,1972,Females,32,8688,Count
N92000002,1972,Females,33,8700,Count
N92000002,1972,Females,34,8328,Count
N92000002,1972,Females,35,8461,Count
N92000002,1972,Females,36,8490,Count
N92000002,1972,Females,37,8194,Count
N92000002,1972,Females,38,8059,Count
N92000002,1972,Females,39,8252,Count
N92000002,1972,Females,40,8145,Count
N92000002,1972,Females,41,8368,Count
N92000002,1972,Females,42,8403,Count
N92000002,1972,Females,43,8257,Count
N92000002,1972,Females,44,8296,Count
N92000002,1972,Females,45,8514,Count
N92000002,1972,Females,46,8542,Count
N92000002,1972,Females,47,8310,Count
N92000002,1972,Females,48,8605,Count
N92000002,1972,Females,49,8657,Count
N92000002,1972,Females,50,8845,Count
N92000002,1972,Females,51,9052,Count
N92000002,1972,Females,52,8975,Count
N92000002,1972,Females,53,8195,Count
N92000002,1972,Females,54,7461,Count
N92000002,1972,Females,55,7468,Count
N92000002,1972,Females,56,7770,Count
N92000002,1972,Females,57,8289,Count
N92000002,1972,Females,58,8110,Count
N92000002,1972,Females,59,8151,Count
N92000002,1972,Females,60,7992,Count
N92000002,1972,Females,61,8184,Count
N92000002,1972,Females,62,7826,Count
N92000002,1972,Females,63,7647,Count
N92000002,1972,Females,64,7400,Count
N92000002,1972,Females,65,7288,Count
N92000002,1972,Females,66,7104,Count
N92000002,1972,Females,67,6875,Count
N92000002,1972,Females,68,6479,Count
N92000002,1972,Females,69,6221,Count
N92000002,1972,Females,70,5974,Count
N92000002,1972,Females,71,5852,Count
N92000002,1972,Females,72,5694,Count
N92000002,1972,Females,73,5174,Count
N92000002,1972,Females,74,4808,Count
N92000002,1972,Females,75,4704,Count
N92000002,1972,Females,76,4476,Count
N92000002,1972,Females,77,4039,Count
N92000002,1972,Females,78,3691,Count
N92000002,1972,Females,79,3294,Count
N92000002,1972,Females,80,2887,Count
N92000002,1972,Females,81,2499,Count
N92000002,1972,Females,82,2276,Count
N92000002,1972,Females,83,2362,Count
N92000002,1972,Females,84,1763,Count
N92000002,1972,Females,85,1500,Count
N92000002,1972,Females,86,1113,Count
N92000002,1972,Females,87,974,Count
N92000002,1972,Females,88,683,Count
N92000002,1972,Females,89,534,Count
N92000002,1972,Females,90,1568,Count
N92000002,1972,Males,0,15862,Count
N92000002,1972,Males,1,15621,Count
N92000002,1972,Males,2,15742,Count
N92000002,1972,Males,3,15824,Count
N92000002,1972,Males,4,16057,Count
N92000002,1972,Males,5,16072,Count
N92000002,1972,Males,6,16655,Count
N92000002,1972,Males,7,16937,Count
N92000002,1972,Males,8,16509,Count
N92000002,1972,Males,9,15959,Count
N92000002,1972,Males,10,15226,Count
N92000002,1972,Males,11,14725,Count
N92000002,1972,Males,12,14207,Count
N92000002,1972,Males,13,13678,Count
N92000002,1972,Males,14,13728,Count
N92000002,1972,Males,15,13314,Count
N92000002,1972,Males,16,13227,Count
N92000002,1972,Males,17,13266,Count
N92000002,1972,Males,18,11652,Count
N92000002,1972,Males,19,11885,Count
N92000002,1972,Males,20,13315,Count
N92000002,1972,Males,21,13012,Count
N92000002,1972,Males,22,12611,Count
N92000002,1972,Males,23,12061,Count
N92000002,1972,Males,24,11427,Count
N92000002,1972,Males,25,11398,Count
N92000002,1972,Males,26,10612,Count
N92000002,1972,Males,27,10282,Count
N92000002,1972,Males,28,10405,Count
N92000002,1972,Males,29,10368,Count
N92000002,1972,Males,30,9179,Count
N92000002,1972,Males,31,8988,Count
N92000002,1972,Males,32,8977,Count
N92000002,1972,Males,33,9013,Count
N92000002,1972,Males,34,8836,Count
N92000002,1972,Males,35,8813,Count
N92000002,1972,Males,36,8476,Count
N92000002,1972,Males,37,8134,Count
N92000002,1972,Males,38,8044,Count
N92000002,1972,Males,39,8009,Count
N92000002,1972,Males,40,7886,Count
N92000002,1972,Males,41,8168,Count
N92000002,1972,Males,42,8084,Count
N92000002,1972,Males,43,8062,Count
N92000002,1972,Males,44,7958,Count
N92000002,1972,Males,45,8236,Count
N92000002,1972,Males,46,7977,Count
N92000002,1972,Males,47,7902,Count
N92000002,1972,Males,48,7961,Count
N92000002,1972,Males,49,8116,Count
N92000002,1972,Males,50,8294,Count
N92000002,1972,Males,51,8464,Count
N92000002,1972,Males,52,8420,Count
N92000002,1972,Males,53,7631,Count
N92000002,1972,Males,54,6815,Count
N92000002,1972,Males,55,6881,Count
N92000002,1972,Males,56,7057,Count
N92000002,1972,Males,57,7286,Count
N92000002,1972,Males,58,7271,Count
N92000002,1972,Males,59,7203,Count
N92000002,1972,Males,60,7573,Count
N92000002,1972,Males,61,7512,Count
N92000002,1972,Males,62,7295,Count
N92000002,1972,Males,63,7062,Count
N92000002,1972,Males,64,6730,Count
N92000002,1972,Males,65,5916,Count
N92000002,1972,Males,66,5507,Count
N92000002,1972,Males,67,5216,Count
N92000002,1972,Males,68,4940,Count
N92000002,1972,Males,69,4654,Count
N92000002,1972,Males,70,4251,Count
N92000002,1972,Males,71,4189,Count
N92000002,1972,Males,72,3977,Count
N92000002,1972,Males,73,3637,Count
N92000002,1972,Males,74,3377,Count
N92000002,1972,Males,75,2947,Count
N92000002,1972,Males,76,2824,Count
N92000002,1972,Males,77,2534,Count
N92000002,1972,Males,78,2132,Count
N92000002,1972,Males,79,1941,Count
N92000002,1972,Males,80,1676,Count
N92000002,1972,Males,81,1561,Count
N92000002,1972,Males,82,1363,Count
N92000002,1972,Males,83,1282,Count
N92000002,1972,Males,84,862,Count
N92000002,1972,Males,85,709,Count
N92000002,1972,Males,86,497,Count
N92000002,1972,Males,87,405,Count
N92000002,1972,Males,88,252,Count
N92000002,1972,Males,89,254,Count
N92000002,1972,Males,90,656,Count
N92000002,1973,All Persons,0,29256,Count
N92000002,1973,All Persons,1,29794,Count
N92000002,1973,All Persons,2,30132,Count
N92000002,1973,All Persons,3,30254,Count
N92000002,1973,All Persons,4,30461,Count
N92000002,1973,All Persons,5,30988,Count
N92000002,1973,All Persons,6,31024,Count
N92000002,1973,All Persons,7,31896,Count
N92000002,1973,All Persons,8,32582,Count
N92000002,1973,All Persons,9,31932,Count
N92000002,1973,All Persons,10,30911,Count
N92000002,1973,All Persons,11,29963,Count
N92000002,1973,All Persons,12,28970,Count
N92000002,1973,All Persons,13,27965,Count
N92000002,1973,All Persons,14,26956,Count
N92000002,1973,All Persons,15,26345,Count
N92000002,1973,All Persons,16,25505,Count
N92000002,1973,All Persons,17,24905,Count
N92000002,1973,All Persons,18,22453,Count
N92000002,1973,All Persons,19,22512,Count
N92000002,1973,All Persons,20,24276,Count
N92000002,1973,All Persons,21,23360,Count
N92000002,1973,All Persons,22,22912,Count
N92000002,1973,All Persons,23,22497,Count
N92000002,1973,All Persons,24,21777,Count
N92000002,1973,All Persons,25,21666,Count
N92000002,1973,All Persons,26,21927,Count
N92000002,1973,All Persons,27,20502,Count
N92000002,1973,All Persons,28,20094,Count
N92000002,1973,All Persons,29,20254,Count
N92000002,1973,All Persons,30,19835,Count
N92000002,1973,All Persons,31,18063,Count
N92000002,1973,All Persons,32,17442,Count
N92000002,1973,All Persons,33,17482,Count
N92000002,1973,All Persons,34,17537,Count
N92000002,1973,All Persons,35,16959,Count
N92000002,1973,All Persons,36,17146,Count
N92000002,1973,All Persons,37,16840,Count
N92000002,1973,All Persons,38,16199,Count
N92000002,1973,All Persons,39,15977,Count
N92000002,1973,All Persons,40,16004,Count
N92000002,1973,All Persons,41,15932,Count
N92000002,1973,All Persons,42,16424,Count
N92000002,1973,All Persons,43,16382,Count
N92000002,1973,All Persons,44,16212,Count
N92000002,1973,All Persons,45,15978,Count
N92000002,1973,All Persons,46,16537,Count
N92000002,1973,All Persons,47,16317,Count
N92000002,1973,All Persons,48,15995,Count
N92000002,1973,All Persons,49,16353,Count
N92000002,1973,All Persons,50,16410,Count
N92000002,1973,All Persons,51,16805,Count
N92000002,1973,All Persons,52,17160,Count
N92000002,1973,All Persons,53,17030,Count
N92000002,1973,All Persons,54,15484,Count
N92000002,1973,All Persons,55,13928,Count
N92000002,1973,All Persons,56,14035,Count
N92000002,1973,All Persons,57,14484,Count
N92000002,1973,All Persons,58,15202,Count
N92000002,1973,All Persons,59,14988,Count
N92000002,1973,All Persons,60,15585,Count
N92000002,1973,All Persons,61,15287,Count
N92000002,1973,All Persons,62,15377,Count
N92000002,1973,All Persons,63,14772,Count
N92000002,1973,All Persons,64,14360,Count
N92000002,1973,All Persons,65,13240,Count
N92000002,1973,All Persons,66,12799,Count
N92000002,1973,All Persons,67,12245,Count
N92000002,1973,All Persons,68,11651,Count
N92000002,1973,All Persons,69,10999,Count
N92000002,1973,All Persons,70,10461,Count
N92000002,1973,All Persons,71,9751,Count
N92000002,1973,All Persons,72,9573,Count
N92000002,1973,All Persons,73,9144,Count
N92000002,1973,All Persons,74,8356,Count
N92000002,1973,All Persons,75,7610,Count
N92000002,1973,All Persons,76,7059,Count
N92000002,1973,All Persons,77,6738,Count
N92000002,1973,All Persons,78,6026,Count
N92000002,1973,All Persons,79,5290,Count
N92000002,1973,All Persons,80,4786,Count
N92000002,1973,All Persons,81,4128,Count
N92000002,1973,All Persons,82,3647,Count
N92000002,1973,All Persons,83,3174,Count
N92000002,1973,All Persons,84,3217,Count
N92000002,1973,All Persons,85,2245,Count
N92000002,1973,All Persons,86,1868,Count
N92000002,1973,All Persons,87,1309,Count
N92000002,1973,All Persons,88,1113,Count
N92000002,1973,All Persons,89,728,Count
N92000002,1973,All Persons,90,2246,Count
N92000002,1973,Females,0,14041,Count
N92000002,1973,Females,1,14251,Count
N92000002,1973,Females,2,14786,Count
N92000002,1973,Females,3,14786,Count
N92000002,1973,Females,4,14909,Count
N92000002,1973,Females,5,15105,Count
N92000002,1973,Females,6,15122,Count
N92000002,1973,Females,7,15417,Count
N92000002,1973,Females,8,15819,Count
N92000002,1973,Females,9,15598,Count
N92000002,1973,Females,10,15041,Count
N92000002,1973,Females,11,14827,Count
N92000002,1973,Females,12,14328,Count
N92000002,1973,Females,13,13842,Count
N92000002,1973,Females,14,13366,Count
N92000002,1973,Females,15,13116,Count
N92000002,1973,Females,16,12684,Count
N92000002,1973,Females,17,11749,Count
N92000002,1973,Females,18,11213,Count
N92000002,1973,Females,19,11236,Count
N92000002,1973,Females,20,11079,Count
N92000002,1973,Females,21,10685,Count
N92000002,1973,Females,22,10543,Count
N92000002,1973,Females,23,10520,Count
N92000002,1973,Females,24,10345,Count
N92000002,1973,Females,25,10446,Count
N92000002,1973,Females,26,10529,Count
N92000002,1973,Females,27,9894,Count
N92000002,1973,Females,28,9814,Count
N92000002,1973,Females,29,9852,Count
N92000002,1973,Females,30,9839,Count
N92000002,1973,Females,31,8885,Count
N92000002,1973,Females,32,8451,Count
N92000002,1973,Females,33,8501,Count
N92000002,1973,Females,34,8520,Count
N92000002,1973,Females,35,8227,Count
N92000002,1973,Females,36,8359,Count
N92000002,1973,Females,37,8390,Count
N92000002,1973,Females,38,8091,Count
N92000002,1973,Females,39,7955,Count
N92000002,1973,Females,40,8188,Count
N92000002,1973,Females,41,8076,Count
N92000002,1973,Females,42,8298,Count
N92000002,1973,Females,43,8335,Count
N92000002,1973,Females,44,8192,Count
N92000002,1973,Females,45,8169,Count
N92000002,1973,Females,46,8379,Count
N92000002,1973,Females,47,8418,Count
N92000002,1973,Females,48,8186,Count
N92000002,1973,Females,49,8475,Count
N92000002,1973,Females,50,8470,Count
N92000002,1973,Females,51,8663,Count
N92000002,1973,Females,52,8858,Count
N92000002,1973,Females,53,8788,Count
N92000002,1973,Females,54,8016,Count
N92000002,1973,Females,55,7302,Count
N92000002,1973,Females,56,7310,Count
N92000002,1973,Females,57,7602,Count
N92000002,1973,Females,58,8095,Count
N92000002,1973,Females,59,7925,Count
N92000002,1973,Females,60,8078,Count
N92000002,1973,Females,61,7900,Count
N92000002,1973,Females,62,8082,Count
N92000002,1973,Females,63,7717,Count
N92000002,1973,Females,64,7521,Count
N92000002,1973,Females,65,7230,Count
N92000002,1973,Females,66,7106,Count
N92000002,1973,Females,67,6928,Count
N92000002,1973,Females,68,6664,Count
N92000002,1973,Females,69,6298,Count
